 4.307e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 4.420e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 4.533e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 4.647e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 4.760e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 4.873e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 4.987e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 5.100e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 5.213e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 5.327e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 5.440e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 5.553e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 5.667e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 5.780e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 5.893e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 6.007e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 6.120e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 6.233e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 6.347e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 6.460e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 6.573e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 6.687e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 6.800e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 6.913e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 7.027e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 7.140e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 7.253e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 7.367e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 7.480e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 7.593e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 7.707e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 7.820e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 7.933e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 8.047e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 8.160e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 8.273e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 8.387e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 8.500e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 8.613e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 8.727e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 8.840e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 8.953e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 9.067e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 9.180e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 9.293e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 9.407e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 9.520e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 9.633e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 9.747e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
 9.860e+00       -nan [       -nan       -nan       -nan       -nan       -nan ]        nan
